year,color,mileage,motor,shasi,body,Insurance,price
۱۳۹۰,نوک‌مدادی,۸۵٬۰۰۰,تعویض شده,سالم و پلمپ,رنگ‌شدگی,,۳۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,بژ,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۸۰٬۰۰۰,سالم,,تمام‌رنگ,,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۳۱۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,یشمی,۳۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۱۲ ماه,۱۵۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۲۳۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۳۵۰٬۰۰۰,سالم,ضربه‌خورده,دوررنگ,۶ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۹,خاکستری,۱۴۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۱ ماه,۲۸۹٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,خاکستری,۷۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۳۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۱٬۹۵۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,نقره‌ای,۳۹۷٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۴ ماه,۱۸۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۳۳۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۳٬۰۰۰,سالم,ضربه‌خورده,تمام‌رنگ,۶ ماه,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,آلبالویی,۳٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۸۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,خاکستری,۲۷۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,,۲۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,مشکی,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۶,سفید,۹۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۵۱٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,قرمز,۳۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,مشکی,۱۷۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۵,سفید,۱۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۹ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۶۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۳۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۳۴۵٬۰۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۱۱ ماه,۲۳۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۳۴٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۴۶۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۳۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۸ ماه,۲۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۳۰۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۲۶۶٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۵۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۴۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۲۲٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۲۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۳۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۲۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نوک‌مدادی,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۲۳۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نقره‌ای,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۴۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,مشکی,۶۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,نوک‌مدادی,۱۱۴٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۹۲٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,خاکستری,۳۴۱٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۵۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۳۲۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۲۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقرآبی,۳۷۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۷۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۳۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۳۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۸۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,بژ,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۲,بژ,۱۱٬۱۱۱,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید صدفی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,آلبالویی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۰ ماه,۳۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۵۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۴۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۳۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۴,نقره‌ای,۲۱۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۴ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۱۸۸٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۶۰۰,سالم,سالم و پلمپ,تمام‌رنگ,۷ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۱۹۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۶۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,سفید,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید صدفی,۲۳٬۹۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,نقره‌ای,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۵ ماه,۱۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,مشکی,۱۰۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۳۰۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,بژ,۲۰۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۱۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,,۱۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۳۵۰٬۰۰۰,سالم,,دوررنگ,۵ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,خاکستری,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,آلبالویی,۶۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۵,مشکی,۹۵٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۳۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۳۶٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۴۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۲۷۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۳٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۲۸۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۱۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۳۲۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۱۲۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۱ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۲۹۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۷,خاکستری,۱۲۷٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۸ ماه,۲۳۷٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۱۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۲ ماه,۴۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۳۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سفید,۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۷ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,ذغالی,۴۳۸٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۱۸۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,آلبالویی,۹۸٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۳۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۵۳٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۴ ماه,۴۰۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,خاکستری,۱۹۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,یشمی,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۰۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,خاکستری,۶۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۳۹۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۵ ماه,۱۸۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,خاکستری,۹۹٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۸ ماه,۳۴۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,نقره‌ای,۳۸۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۰ ماه,۲۴۰٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۹۱,سفید,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۲ ماه,۲۷۸٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۸۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۲۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,یشمی,۲۲۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۱۹۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱۰٬۵۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۳ ماه,۴۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,مشکی,۹۹٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۳۳۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,,۴۹۴٬۵۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۲۱٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۴۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۳۰۰٬۰۰۰,سالم,ضربه‌خورده,تمام‌رنگ,۷ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,مشکی,۲۵۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۷۶٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۹ ماه,۳۸۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,مشکی,۵۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۷ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۴۰٬۰۰۰,سالم,ضربه‌خورده,رنگ‌شدگی,۳ ماه,۲۲۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۲۴٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۲ ماه,۳۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۲۰۳٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۳۴۳٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۱۷٬۵۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱ ماه,۴۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۳۳٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۹٬۲۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,نوک‌مدادی,۲۱۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۷ ماه,۲۵۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۲۹٬۰۰۰,,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۳۵٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۳۸۳,مشکی,۲۴۸٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۳ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,خاکستری,۱۵۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۸ ماه,۲۸۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,سرمه‌ای,۳۴٬۰۰۰,سالم,ضربه‌خورده,رنگ‌شدگی,۶ ماه,۳۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,تصادفی,۳ ماه,۱۱۸٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,,,سالم و بی‌خط و خش,,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۹۰,نوک‌مدادی,۱۹۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۸ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,,۲۴۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,مشکی,۹۵٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۱۱۱٬۱۱۱٬۱۱۱ تومان
۱۳۸۴,نقره‌ای,۴۵۵٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۱۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۶,خاکستری,۲۸۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۹ ماه,۲۰۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۱۲ ماه,۴۸۷٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,آلبالویی,۱۱۲٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۲ ماه,۲۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۲۲۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۲۹٬۵۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۱۲ ماه,۴۱۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,مشکی,۳۶٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۴۴۵٬۰۰۰٬۰۰۰ تومان
۱۴۰۰,خاکستری,۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۴۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۸,سفید,۴۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۴۰۴٬۰۰۰٬۰۰۰ تومان
۱۳۹۴,سفید,۲۲۰٬۰۰۰,سالم,ضربه‌خورده,رنگ‌شدگی,۸ ماه,۲۵۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۷۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۲ ناحیه,۸ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,بادمجانی,۷۴٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۶ ماه,۳۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,مشکی,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۱۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۲۰۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۱۹۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۹۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,بژ,۴۰۰٬۰۰۰,سالم,ضربه‌خورده,رنگ‌شدگی,۱۲ ماه,۱۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۹,سفید,۱۴۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۶ ماه,۲۳۸٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۳۰۰٬۰۰۰,سالم,سالم و پلمپ,خط و خش جزیی,۳ ماه,۲۷۰٬۰۰۰٬۰۰۰ تومان
۱۴۰۱,سفید,۸٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۳ ماه,۴۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۵,خاکستری,۲۳۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۲۹٬۰۰۰٬۰۰۰ تومان
,,,,,,,
۱۴۰۱,سفید,۱۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۷۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۰,سفید,۱۶۰٬۰۰۰,سالم,سالم و پلمپ,صافکاری بی‌رنگ,۸ ماه,۲۸۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,بادمجانی,۱۶۳٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی، در ۱ ناحیه,۶ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,خاکستری,۲۳۲٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۱۲ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۸,سفید,۲۸۰٬۰۰۰,تعویض شده,سالم و پلمپ,رنگ‌شدگی,۱۱ ماه,۲۶۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۶,سفید,۱۶۵٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۴ ماه,۳۱۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۷٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۶ ماه,۴۵۴٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,بژ,۳۴۰٬۰۰۰,تعویض شده,سالم و پلمپ,خط و خش جزیی,۶ ماه,۲۱۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۷,سفید,۹۰٬۰۰۰,سالم,سالم و پلمپ,رنگ‌شدگی,۷ ماه,۳۰۵٬۰۰۰٬۰۰۰ تومان
۱۳۹۹,سفید,۶۲٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۵ ماه,۴۲۰٬۰۰۰٬۰۰۰ تومان
۱۳۹۱,بادمجانی,۲۸۰٬۰۰۰,سالم,سالم و پلمپ,سالم و بی‌خط و خش,۸ ماه,۲۹۵٬۰۰۰٬۰۰۰ تومان
۱۳۸۱,بژ,۳۰۰٬۰۰۰,تعویض شده,سالم و پلمپ,دوررنگ,۸ ماه,۱۶۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۲,یشمی,۴۵۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۱۷۰٬۰۰۰٬۰۰۰ تومان
۱۳۸۳,نقره‌ای,۴۰۰٬۰۰۰,سالم,سالم و پلمپ,دوررنگ,۶ ماه,۲۰۰٬۰۰۰٬۰۰۰ تومان
